#1
double perfil1(33,2)   # comment line
0 0
23400 0
23400 18
23520 18
23520 0
23640 18
23820 18
23820 0
25200 0
25200 18
25500 18
25500 0
54000 0
54000 12
54060 12
54060 0
54120 0
54120 12
54180 12
54180 0
54240 0
54240 12
54300 12
54300 0
75600 0
75600 12
75660 12
75660 0
79200 0
79200 12
79260 12
79269 0
86400 0
